Name,ID,Nearest Town,County,URL
Saganaga (Area 7),16063307,,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16063307
Saganaga (Area 8),16063308,,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16063308
Saganaga (Areas 2 and 4),16063302,,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16063302
Sawbill,16049600,Tofte,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16049600
Scabbard,16004700,Covill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16004700
Sea Gull,16062900,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16062900
Seahorse,16078600,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16078600
Sebeka,16042300,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16042300
Shadow,16061100,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16061100
Shoe,16008000,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16008000
Shoko,16020800,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16020800
Shrike,16025800,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16025800
Silver,16045200,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16045200
Sitka,16051300,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16051300
Skidway,16017800,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16017800
Skipper,16030400,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16030400
Slip,16036200,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16036200
Smoke,16049500,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16049500
Snipe,16052700,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16052700
Sober,16049100,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16049100
Sock,16033500,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16033500
South,16024400,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16024400
South Bean,16007300,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16007300
South Fowl,16003400,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16003400
South Temperance,16045700,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16045700
Spark,16008200,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16008200
Spaulding,16006200,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16006200
Speckled Trout,16000500,Red Rock,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16000500
Spen,16019700,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16019700
Squash,16009200,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16009200
Squint,16020200,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16020200
Squire,16040800,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16040800
Star,16040500,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16040500
Stem,16045500,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16045500
Stevens,16001400,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16001400
Strobus,16037000,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16037000
Stump,16003900,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16003900
Sunfish,16007900,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16007900
Sunhigh,16066300,Forest Center,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16066300
Superior,16000100,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16000100
Surber,16034300,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16034300
Swamp,16021500,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16021500
Swamp,16025600,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16025600
Swamp River Reservoir,16090100,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16090100
Swamper,16012800,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16012800
Swan,16026800,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16026800
Table,16006400,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16006400
Tail,16065500,Tofte,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16065500
Tait,16038400,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16038400
Talus,16018700,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16018700
Tarry,16073100,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16073100
Temperance River,16049200,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16049200
Tenor,16061300,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16061300
Tepee,16062100,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16062100
Thompson,16016000,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16016000
Thrasher,16019200,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16019200
Thrush,16019100,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16019100
Timber,16065400,Sawbill Landing,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16065400
Tobacco,16037600,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16037600
Tom,16001900,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16001900
Tomash,16034500,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16034500
Tomato,16007000,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16007000
Toohey,16064500,Schroeder,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16064500
Topper,16033600,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16033600
Town,16045800,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16045800
Track,16015400,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16015400
Trip,16045100,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16045100
Trout,16004900,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16004900
Tucker,16041700,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16041700
Turnip,16013200,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16013200
Turtle,16025100,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16025100
Tuscarora,16062300,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16062300
Twelve,16010200,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16010200
Two Island,16015600,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16015600
Unload,16057000,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16057000
Unnamed,16000400,Red Rock,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16000400
Unnamed,16001100,Red Rock,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16001100
Unnamed,16001600,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16001600
Unnamed,16002000,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16002000
Unnamed,16009500,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16009500
Unnamed,16015300,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16015300
Unnamed,16020600,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16020600
Unnamed,16023100,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16023100
Unnamed,16029700,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16029700
Unnamed,16038800,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16038800
Unnamed,16039900,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16039900
Unnamed,16060700,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16060700
Unnamed,16078800,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16078800
Unnamed,16079600,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16079600
Unnamed,16081400,Covill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16081400
Unnamed,16081600,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16081600
Unnamed,16083700,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16083700
Unnamed,16084000,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16084000
Unnamed,16089900,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16089900
Unnamed,16090300,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16090300
Unnamed,16091100,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16091100
Unnamed,16091200,,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16091200
Upper Cone,16041200,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16041200
Vale,16006100,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16006100
Vaseux,16008300,Hovland,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16008300
Vern,16040900,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16040900
Vernon,16026700,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16026700
Vesper,16041400,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16041400
Virgin,16071900,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16071900
Vista,16022400,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16022400
Vyre,16066700,Sawbill Landing,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16066700
Waffle,16064000,Schroeder,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16064000
Wampus,16019600,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16019600
Wanihigan,16034900,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16034900
Ward,16024800,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16024800
Watap,16013800,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16013800
Weasel,16089700,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16089700
Wee,16048300,Tofte,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16048300
Weird,16052000,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16052000
Wench,16039800,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16039800
West Fern,16071800,Tofte,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16071800
West Kerfoot,16058700,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16058700
West Pike,16008600,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16008600
West Pipe,16038700,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16038700
West Pope,16034100,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16034100
West Twin,16018600,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16018600
Whack,16041000,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16041000
Whale,16029100,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16029100
Whip,16040300,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16040300
Whipped,16073900,Forest Center,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16073900
Whisker,16033800,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16033800
White Pine,16036900,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16036900
Williams,16036100,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16036100
Wills,16037400,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16037400
Winchell,16035400,Grand Marais,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16035400
Wine,16068600,Tofte,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16068600
Wonder,16066400,Lutsen,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16066400
Woodpecker,16005300,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16005300
Wringer,16064200,Tofte,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16064200
Zenith,16068900,Forest Center,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16068900
Zephyr,16081300,Prairie Portage,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16081300
Zoo,16025900,Maple Hill,Cook,https://www.dnr.state.mn.us/lakefind/lake.html?id=16025900
Arnold's,17002700,Delft,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17002700
Augusta,17003300,Storden,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17003300
Bartsh,17001600,Delft,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17001600
Bat,17001800,Delft,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17001800
Bean,17005400,Storden,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17005400
Bingham,17000700,Bingham Lake,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17000700
Carey,17004900,Storden,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17004900
Clear,17000800,Bingham Lake,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17000800
Cottonwood,17002200,Windom,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17002200
Double,17005600,Storden,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17005600
Double (North Portion),17005601,,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17005601
Double (South Portion),17005602,,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17005602
Eagle,17002000,Mountain Lake,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17002000
Harder,17003100,Delft,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17003100
Hurricane,17003700,Storden,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17003700
Long,17001900,Mountain Lake,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17001900
Long,17004800,,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17004800
Long,17004802,Storden,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17004802
Mountain,17000300,Mountain Lake,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17000300
North Oaks,17004400,Dundee,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17004400
Oak Outlet,17007200,Dundee,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17007200
Round,17004801,Storden,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17004801
Shoper-Bush Reservoir,17008500,Jeffers,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17008500
South Clear,17004100,Dundee,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17004100
String,17002400,Wilder,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17002400
Summit,17007300,Windom,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17007300
Swan,17002300,Delft,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17002300
Talcot,17006000,Dundee,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17006000
Talcot Pond,17008300,,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17008300
Three,17001200,Windom,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17001200
Unnamed,17000100,Mountain Lake,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17000100
Unnamed,17001100,Bingham Lake,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17001100
Unnamed,17003000,Delft,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17003000
Unnamed,17003600,,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17003600
Unnamed,17006600,Windom,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17006600
Warren,17002101,Other,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17002101
Warren Pond,17002102,Windom,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17002102
Wolf,17001300,Windom,Cottonwood,https://www.dnr.state.mn.us/lakefind/lake.html?id=17001300
Adney,18022500,Cross Lake,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18022500
Agate,18006000,Cuyuna,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18006000
Airport Pond,18074100,Loerch,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18074100
Allen,18020800,Outing,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18020800
Alstead Mine,18044006,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18044006
Ann,18006500,Deerwood (Crow Wing),Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18006500
Anna,18021300,Emily,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18021300
Arbor,18008000,White Hawk,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18008000
Arco Mine,18044007,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18044007
Arrowhead,18036600,Manhattan Beach,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18036600
Barbour,18003000,Garrison,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18003000
Bass,18001100,Pine Center,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18001100
Bass,18003600,Bay Lake,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18003600
Bass,18019100,Wolford,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18019100
Bass,18022900,Mission,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18022900
Bass,18025600,Merrifield,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18025600
Bass,18030600,Merrifield,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18030600
Bass,18035800,Jenkins,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18035800
Bass,18038400,Crow Wing,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18038400
Bass,18040200,Lake Hubert,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18040200
Bassett,18002600,Garrison,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18002600
Baxter City Hall Pond,18074900,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18074900
Bay,18003400,Deerwood (Crow Wing),Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18003400
Bertha,18035500,Jenkins,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18035500
Big Trout,18031500,Manhattan Beach,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18031500
Birchdale,18017500,Little Pine,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18017500
Black,18005900,Deerwood (Crow Wing),Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18005900
Black Bear,18014000,Trommald,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18014000
Black Hoof,18011700,Ironton,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18011700
Blue,18021100,Emily,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18021100
Bonnie,18025900,Merrifield,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18025900
Borden,18002000,Garrison,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18002000
Bulldog,18001400,Pine Center,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18001400
Butterfield,18023100,Fifty Lakes,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18023100
Butternut,18010800,Bay Lake,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18010800
Camp,18001800,Pine Center,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18001800
Campbell,18030700,Merrifield,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18030700
Carlson,18008300,Cuyuna,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18008300
Carlson,18039500,Baxter,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18039500
Cascade,18006100,Deerwood (Crow Wing),Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18006100
Casey,18008700,Cuyuna,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18008700
Chrysler,18009500,Garrison,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18009500
Clamshell,18035600,Jenkins,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18035600
Clark,18037400,Nisswa,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18037400
Clear,18036400,Jenkins,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18036400
Clearwater,18003800,Deerwood (Crow Wing),Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18003800
Clinker,18013100,Crosby,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18013100
Clough,18041400,Chickamaw Beach,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18041400
Clover Hill (Survey 0204),18075900,Saint Mathias,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18075900
Coffee,18003900,White Hawk,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18003900
Cole,18012700,Manganese,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18012700
Command,18026500,Fifty Lakes,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18026500
Crooked,18004100,Garrison,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18004100
Crooked (Main Bay),18004102,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18004102
Crooked (Sugar Bay),18004101,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18004101
Cross Lake Reservoir,18031200,Cross Lake,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18031200
Cross Lake Reservoir (Main Basin),18031201,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18031201
Cross Lake Reservoir (Southeast Bay),18031202,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18031202
Cross Lake Reservoir (Unnamed Bay),18031203,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18031203
Crow Wing,18015500,Fort Ripley,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18015500
Crystal,18034100,Merrifield,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18034100
Daggett,18027100,Cross Lake,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18027100
Dahler,18020400,Emily,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18020400
Dog,18010700,Woodrow,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18010700
Dogfish,18005800,Deerwood (Crow Wing),Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18005800
Dolney,18019500,Emily,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18019500
Duck,18017800,Little Pine,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18017800
Duck,18031400,Cross Lake,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18031400
Eagle,18009900,Klondyke,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18009900
Eagle,18029600,Fifty Lakes,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18029600
Eagle (East Bay),18029603,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18029603
Eagle (Main Bay),18029601,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18029601
Eagle (West Bay),18029602,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18029602
East Fox,18029800,Fifty Lakes,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18029800
East Mahnomen,18012601,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18012601
East Twin,18014802,,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18014802
East Twin,18025700,Mission,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18025700
East Twin,18040700,Nisswa,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18040700
East Wood,18022100,Outing,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18022100
Eastham,18020200,Emily,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18020200
Edna,18039600,Nisswa,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18039600
Edward,18030500,Merrifield,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18030500
Emily,18020300,Emily,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18020300
Erskine,18000900,Pine Center,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18000900
Faupel,18023700,Trommald,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18023700
Fawcett,18047900,Garrison,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18047900
Fawn,18024000,Riverton,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18024000
Fawn,18030900,Cross Lake,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18030900
Fawn,18039700,Nisswa,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18039700
Fish Trap,18040000,Lake Hubert,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18040000
Flanders,18024700,Mission,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18024700
Fool,18022400,Mission,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18022400
Four Acre,18062600,Manhattan Beach,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18062600
Garden,18032900,Lake Hubert,Crow Wing,https://www.dnr.state.mn.us/lakefind/lake.html?id=18032900
